project_id,ngo_id,project_name,project_status,primary_sector,secondary_sectors,location_country,location_state_primary,location_district_primary,is_remote_area,is_disaster_relief,start_date,end_date,duration_months,duration_days,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,ngo_age_years_at_start,number_of_operational_states,number_of_operational_districts,number_of_sectors,prior_projects_count,prior_max_beneficiaries
PRJ_NGO_00024_1,NGO_00024,Skill Development & Livelihood Initiative #1 (Mumbai),Completed,Education & Skill Development,"[""Emergency Relief & Rehabilitation""]",India,Maharashtra,Mumbai,False,True,2024-11-01,2026-03-26,17,510,562,20,6,4,Successfully completed primary community training and material deployment.,14,1,2,2,1,1007.0
PRJ_NGO_00025_6,NGO_00025,Healthcare & Medical Initiative #6 (Udaipur),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Rajasthan,Udaipur,True,False,2019-09-01,2021-01-23,17,510,540,16,4,4,Successfully completed primary community training and material deployment.,16,1,3,2,0,
PRJ_NGO_00025_5,NGO_00025,Healthcare & Medical Initiative #5 (Udaipur),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Rajasthan,Udaipur,True,False,2020-05-01,2021-03-27,11,330,4833,17,3,3,Successfully completed primary community training and material deployment.,17,1,3,2,1,540.0
PRJ_NGO_00025_4,NGO_00025,Healthcare & Medical Initiative #4 (Udaipur),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Rajasthan,Udaipur,True,False,2021-02-01,2023-01-22,24,720,2006,11,3,3,Successfully completed primary community training and material deployment.,18,1,3,2,2,4833.0
PRJ_NGO_00025_3,NGO_00025,Healthcare & Medical Initiative #3 (Udaipur),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Rajasthan,Udaipur,True,False,2022-09-01,2024-06-22,22,660,3551,17,6,5,Successfully completed primary community training and material deployment.,19,1,3,2,3,4833.0
PRJ_NGO_00025_2,NGO_00025,Healthcare & Medical Initiative #2 (Udaipur),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Rajasthan,Udaipur,True,False,2023-08-01,2024-02-27,7,210,278,17,4,3,Successfully completed primary community training and material deployment.,20,1,3,2,4,4833.0
PRJ_NGO_00025_1,NGO_00025,Healthcare & Medical Initiative #1 (Udaipur),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Rajasthan,Udaipur,True,False,2024-11-01,2025-09-27,11,330,1566,17,5,3,Successfully completed primary community training and material deployment.,21,1,3,2,5,4833.0
PRJ_NGO_00026_2,NGO_00026,Water & Sanitation Initiative #2 (Udaipur),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Rajasthan,Udaipur,True,False,2023-07-01,2024-06-25,12,360,2672,7,5,2,Successfully completed primary community training and material deployment.,14,1,2,2,0,
PRJ_NGO_00026_1,NGO_00026,Water & Sanitation Initiative #1 (Udaipur),Ongoing,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Rajasthan,Udaipur,True,False,2024-08-01,,6,180,1494,16,6,1,,15,1,2,2,1,2672.0
PRJ_NGO_00027_4,NGO_00027,Nutrition & Food Security Initiative #4 (Madurai),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Tamil Nadu,Madurai,False,True,2022-04-01,2023-01-26,10,300,2876,14,3,3,Successfully completed primary community training and material deployment.,8,1,3,2,0,
PRJ_NGO_00027_3,NGO_00027,Nutrition & Food Security Initiative #3 (Madurai),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Tamil Nadu,Madurai,False,True,2023-02-01,2024-12-22,23,690,1450,10,3,3,Successfully completed primary community training and material deployment.,9,1,3,2,1,2876.0
PRJ_NGO_00027_2,NGO_00027,Nutrition & Food Security Initiative #2 (Madurai),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Tamil Nadu,Madurai,False,True,2024-01-01,2024-07-29,7,210,4350,11,6,5,Successfully completed primary community training and material deployment.,10,1,3,2,2,2876.0
PRJ_NGO_00027_1,NGO_00027,Nutrition & Food Security Initiative #1 (Madurai),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Tamil Nadu,Madurai,False,True,2025-03-01,2026-11-21,21,630,336,20,3,2,Successfully completed primary community training and material deployment.,11,1,3,2,3,4350.0
PRJ_NGO_00028_3,NGO_00028,Nutrition & Food Security Initiative #3 (Nashik),Completed,Healthcare & Nutrition,[],India,Maharashtra,Nashik,False,False,2022-04-01,2023-10-23,19,570,690,6,5,2,Successfully completed primary community training and material deployment.,8,2,6,1,0,
PRJ_NGO_00028_2,NGO_00028,Nutrition & Food Security Initiative #2 (Nashik),Completed,Healthcare & Nutrition,[],India,Maharashtra,Nashik,False,False,2023-11-01,2024-04-29,6,180,211,14,5,2,Successfully completed primary community training and material deployment.,9,2,6,1,1,690.0
PRJ_NGO_00028_1,NGO_00028,Nutrition & Food Security Initiative #1 (Nashik),Completed,Healthcare & Nutrition,[],India,Maharashtra,Nashik,False,False,2024-09-01,2025-09-26,13,390,252,15,3,3,Successfully completed primary community training and material deployment.,10,2,6,1,2,690.0
PRJ_NGO_00029_1,NGO_00029,Disaster Relief & Rehabilitation Initiative #1 (Jaipur),Completed,Emergency Relief & Rehabilitation,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Rajasthan,Jaipur,False,True,2024-02-01,2025-05-26,16,480,549,16,3,3,Successfully completed primary community training and material deployment.,0,3,5,3,0,
PRJ_NGO_00029_2,NGO_00029,Disaster Relief & Rehabilitation Initiative #2 (Jaipur),Completed,Emergency Relief & Rehabilitation,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Rajasthan,Jaipur,False,True,2024-07-01,2025-12-23,18,540,441,14,6,3,Successfully completed primary community training and material deployment.,0,3,5,3,1,549.0
PRJ_NGO_00030_6,NGO_00030,Women Empowerment Initiative #6 (Bengaluru Urban),Completed,Social Welfare & Community Development,[],India,Karnataka,Bengaluru Urban,False,False,2019-11-01,2021-02-23,16,480,293,10,4,3,Successfully completed primary community training and material deployment.,7,1,2,1,0,
PRJ_NGO_00030_5,NGO_00030,Women Empowerment Initiative #5 (Bengaluru Urban),Completed,Social Welfare & Community Development,[],India,Karnataka,Bengaluru Urban,False,False,2020-12-01,2021-07-29,8,240,3041,12,4,2,Successfully completed primary community training and material deployment.,8,1,2,1,1,293.0
PRJ_NGO_00030_4,NGO_00030,Women Empowerment Initiative #4 (Bengaluru Urban),Completed,Social Welfare & Community Development,[],India,Karnataka,Bengaluru Urban,False,False,2021-10-01,2023-01-24,16,480,2009,20,3,3,Successfully completed primary community training and material deployment.,9,1,2,1,2,3041.0
PRJ_NGO_00030_3,NGO_00030,Women Empowerment Initiative #3 (Bengaluru Urban),Completed,Social Welfare & Community Development,[],India,Karnataka,Bengaluru Urban,False,False,2022-12-01,2024-02-24,15,450,1655,2,6,6,Successfully completed primary community training and material deployment.,10,1,2,1,3,3041.0
PRJ_NGO_00030_2,NGO_00030,Women Empowerment Initiative #2 (Bengaluru Urban),Completed,Social Welfare & Community Development,[],India,Karnataka,Bengaluru Urban,False,False,2023-12-01,2025-10-21,23,690,3123,9,4,4,Successfully completed primary community training and material deployment.,11,1,2,1,4,3041.0
PRJ_NGO_00030_1,NGO_00030,Women Empowerment Initiative #1 (Bengaluru Urban),Ongoing,Social Welfare & Community Development,[],India,Karnataka,Bengaluru Urban,False,False,2024-05-01,,16,480,1490,15,6,3,,12,1,2,1,5,3123.0
PRJ_NGO_00031_2,NGO_00031,Healthcare & Medical Initiative #2 (Madurai),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Tamil Nadu,Madurai,False,False,2023-07-01,2025-05-21,23,690,4891,9,6,4,Successfully completed primary community training and material deployment.,20,2,6,2,0,
PRJ_NGO_00031_1,NGO_00031,Healthcare & Medical Initiative #1 (Madurai),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Tamil Nadu,Madurai,False,False,2024-09-01,2026-03-25,19,570,2063,19,3,3,Successfully completed primary community training and material deployment.,21,2,6,2,1,4891.0
PRJ_NGO_00032_1,NGO_00032,Nutrition & Food Security Initiative #1 (Nashik),Completed,Healthcare & Nutrition,[],India,Maharashtra,Nashik,False,False,2025-05-01,2026-09-23,17,510,2967,11,5,4,Successfully completed primary community training and material deployment.,0,2,4,1,0,
PRJ_NGO_00033_2,NGO_00033,Skill Development & Livelihood Initiative #2 (Darjeeling),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,West Bengal,Darjeeling,True,False,2023-10-01,2025-03-24,18,540,1038,2,5,5,Successfully completed primary community training and material deployment.,0,2,4,2,0,
PRJ_NGO_00033_3,NGO_00033,Skill Development & Livelihood Initiative #3 (Darjeeling),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,West Bengal,Darjeeling,True,False,2023-10-01,2024-12-24,15,450,1085,17,3,3,Successfully completed primary community training and material deployment.,0,2,4,2,1,1038.0
PRJ_NGO_00033_1,NGO_00033,Skill Development & Livelihood Initiative #1 (Darjeeling),Ongoing,Education & Skill Development,"[""Social Welfare & Community Development""]",India,West Bengal,Darjeeling,True,False,2024-07-01,,17,510,2264,8,6,2,,1,2,4,2,2,1085.0
PRJ_NGO_00034_2,NGO_00034,Nutrition & Food Security Initiative #2 (Howrah),Completed,Healthcare & Nutrition,"[""Education & Skill Development""]",India,West Bengal,Howrah,False,False,2024-10-01,2025-12-25,15,450,734,3,5,4,Successfully completed primary community training and material deployment.,25,1,2,2,0,
PRJ_NGO_00034_1,NGO_00034,Nutrition & Food Security Initiative #1 (Howrah),Completed,Healthcare & Nutrition,"[""Education & Skill Development""]",India,West Bengal,Howrah,False,False,2025-11-01,2026-11-26,13,390,3020,11,4,2,Successfully completed primary community training and material deployment.,26,1,2,2,1,734.0
PRJ_NGO_00035_4,NGO_00035,Nutrition & Food Security Initiative #4 (Ernakulam),Completed,Healthcare & Nutrition,[],India,Kerala,Ernakulam,False,False,2021-08-01,2022-09-25,14,420,4117,15,4,2,Successfully completed primary community training and material deployment.,0,1,1,1,0,
PRJ_NGO_00035_3,NGO_00035,Nutrition & Food Security Initiative #3 (Ernakulam),Completed,Healthcare & Nutrition,[],India,Kerala,Ernakulam,False,False,2022-10-01,2023-11-25,14,420,3252,12,4,2,Successfully completed primary community training and material deployment.,1,1,1,1,1,4117.0
PRJ_NGO_00035_2,NGO_00035,Nutrition & Food Security Initiative #2 (Ernakulam),Completed,Healthcare & Nutrition,[],India,Kerala,Ernakulam,False,False,2023-02-01,2023-08-30,7,210,1333,7,5,4,Successfully completed primary community training and material deployment.,2,1,1,1,2,4117.0
PRJ_NGO_00035_1,NGO_00035,Nutrition & Food Security Initiative #1 (Ernakulam),Completed,Healthcare & Nutrition,[],India,Kerala,Ernakulam,False,False,2024-02-01,2024-12-27,11,330,2580,13,5,5,Successfully completed primary community training and material deployment.,3,1,1,1,3,4117.0
PRJ_NGO_00036_3,NGO_00036,Nutrition & Food Security Initiative #3 (Thrissur),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development"", ""Education & Skill Development""]",India,Kerala,Thrissur,True,False,2022-12-01,2023-08-28,9,270,1544,17,4,4,Successfully completed primary community training and material deployment.,9,1,2,3,0,
PRJ_NGO_00036_2,NGO_00036,Nutrition & Food Security Initiative #2 (Thrissur),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development"", ""Education & Skill Development""]",India,Kerala,Thrissur,True,False,2023-11-01,2024-11-25,13,390,2996,13,5,5,Successfully completed primary community training and material deployment.,10,1,2,3,1,1544.0
PRJ_NGO_00036_1,NGO_00036,Nutrition & Food Security Initiative #1 (Thrissur),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development"", ""Education & Skill Development""]",India,Kerala,Thrissur,True,False,2024-06-01,2026-04-22,23,690,4075,13,6,2,Successfully completed primary community training and material deployment.,11,1,2,3,2,2996.0
PRJ_NGO_00037_1,NGO_00037,Healthcare & Medical Initiative #1 (Ernakulam),Ongoing,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Kerala,Ernakulam,False,False,2025-12-01,,15,450,1286,7,5,3,,0,1,3,2,0,
PRJ_NGO_00038_1,NGO_00038,Environment & Forests Initiative #1 (Vadodara),Ongoing,"Water, Sanitation & Environment",[],India,Gujarat,Vadodara,False,False,2025-10-01,,20,600,3212,20,4,3,,0,2,3,1,0,
PRJ_NGO_00041_4,NGO_00041,Child Welfare Initiative #4 (Chennai),Completed,Social Welfare & Community Development,[],India,Tamil Nadu,Chennai,False,False,2021-03-01,2021-08-28,6,180,2216,9,6,4,Successfully completed primary community training and material deployment.,6,1,2,1,0,
PRJ_NGO_00041_3,NGO_00041,Child Welfare Initiative #3 (Chennai),Completed,Social Welfare & Community Development,[],India,Tamil Nadu,Chennai,False,False,2022-10-01,2023-12-25,15,450,1448,20,5,4,Successfully completed primary community training and material deployment.,7,1,2,1,1,2216.0
PRJ_NGO_00041_2,NGO_00041,Child Welfare Initiative #2 (Chennai),Completed,Social Welfare & Community Development,[],India,Tamil Nadu,Chennai,False,False,2023-02-01,2024-04-26,15,450,771,8,5,5,Successfully completed primary community training and material deployment.,8,1,2,1,2,2216.0
PRJ_NGO_00041_1,NGO_00041,Child Welfare Initiative #1 (Chennai),Ongoing,Social Welfare & Community Development,[],India,Tamil Nadu,Chennai,False,False,2024-12-01,,24,720,2910,13,4,3,,9,1,2,1,3,2216.0
PRJ_NGO_00042_3,NGO_00042,Skill Development & Livelihood Initiative #3 (Udaipur),Completed,Education & Skill Development,"[""Emergency Relief & Rehabilitation"", ""Water, Sanitation & Environment""]",India,Rajasthan,Udaipur,True,True,2022-08-01,2023-07-27,12,360,1520,15,3,3,Successfully completed primary community training and material deployment.,2,2,6,3,0,
PRJ_NGO_00042_2,NGO_00042,Skill Development & Livelihood Initiative #2 (Udaipur),Completed,Education & Skill Development,"[""Emergency Relief & Rehabilitation"", ""Water, Sanitation & Environment""]",India,Rajasthan,Udaipur,True,True,2023-10-01,2024-06-27,9,270,3596,12,3,3,Successfully completed primary community training and material deployment.,3,2,6,3,1,1520.0
PRJ_NGO_00042_1,NGO_00042,Skill Development & Livelihood Initiative #1 (Udaipur),Completed,Education & Skill Development,"[""Emergency Relief & Rehabilitation"", ""Water, Sanitation & Environment""]",India,Rajasthan,Udaipur,True,True,2024-04-01,2024-11-27,8,240,2500,8,4,3,Successfully completed primary community training and material deployment.,4,2,6,3,2,3596.0
PRJ_NGO_00043_3,NGO_00043,Education Initiative #3 (Ahmedabad),Completed,Education & Skill Development,"[""Water, Sanitation & Environment"", ""Healthcare & Nutrition""]",India,Gujarat,Ahmedabad,False,False,2023-04-01,2023-11-27,8,240,4654,15,5,3,Successfully completed primary community training and material deployment.,0,1,3,3,0,
PRJ_NGO_00043_2,NGO_00043,Education Initiative #2 (Ahmedabad),Completed,Education & Skill Development,"[""Water, Sanitation & Environment"", ""Healthcare & Nutrition""]",India,Gujarat,Ahmedabad,False,False,2023-08-01,2025-01-22,18,540,4919,5,6,3,Successfully completed primary community training and material deployment.,0,1,3,3,1,4654.0
PRJ_NGO_00043_1,NGO_00043,Education Initiative #1 (Ahmedabad),Completed,Education & Skill Development,"[""Water, Sanitation & Environment"", ""Healthcare & Nutrition""]",India,Gujarat,Ahmedabad,False,False,2024-09-01,2026-03-25,19,570,555,18,6,3,Successfully completed primary community training and material deployment.,1,1,3,3,2,4919.0
PRJ_NGO_00044_6,NGO_00044,Environment & Forests Initiative #6 (Ahmedabad),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Gujarat,Ahmedabad,False,False,2019-02-01,2020-11-22,22,660,4606,20,5,5,Successfully completed primary community training and material deployment.,0,1,3,2,0,
PRJ_NGO_00044_5,NGO_00044,Environment & Forests Initiative #5 (Ahmedabad),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Gujarat,Ahmedabad,False,False,2020-03-01,2021-09-22,19,570,1072,19,3,3,Successfully completed primary community training and material deployment.,1,1,3,2,1,4606.0
