project_id,line_item_id,category,description,unit,unit_cost_inr,quantity,total_cost_inr
PRJ_NGO_00013_4,PRJ_NGO_00013_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,773608.3,1,773608.3
PRJ_NGO_00013_3,PRJ_NGO_00013_3_ITEM_1,Materials,Materials costs for project,kit,259.01,4516,1169689.16
PRJ_NGO_00013_3,PRJ_NGO_00013_3_ITEM_2,Staff,Staff costs for project,person-month,351273.85,12,4215286.199999999
PRJ_NGO_00013_3,PRJ_NGO_00013_3_ITEM_3,Transport,Transport costs for project,trip,100702.59,22,2215456.98
PRJ_NGO_00013_3,PRJ_NGO_00013_3_ITEM_4,Admin,Admin costs for project,lump-sum,2959981.91,1,2959981.91
PRJ_NGO_00013_3,PRJ_NGO_00013_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,569899.27,1,569899.27
PRJ_NGO_00013_2,PRJ_NGO_00013_2_ITEM_1,Materials,Materials costs for project,kit,168.27,2437,410073.99000000005
PRJ_NGO_00013_2,PRJ_NGO_00013_2_ITEM_2,Staff,Staff costs for project,person-month,308412.61,10,3084126.0999999996
PRJ_NGO_00013_2,PRJ_NGO_00013_2_ITEM_3,Transport,Transport costs for project,trip,61999.4,12,743992.8
PRJ_NGO_00013_2,PRJ_NGO_00013_2_ITEM_4,Admin,Admin costs for project,lump-sum,719111.43,1,719111.43
PRJ_NGO_00013_2,PRJ_NGO_00013_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,1091797.86,1,1091797.86
PRJ_NGO_00013_1,PRJ_NGO_00013_1_ITEM_1,Materials,Materials costs for project,kit,170.01,607,103196.06999999999
PRJ_NGO_00013_1,PRJ_NGO_00013_1_ITEM_2,Staff,Staff costs for project,person-month,18732.31,5,93661.55
PRJ_NGO_00013_1,PRJ_NGO_00013_1_ITEM_3,Transport,Transport costs for project,trip,1548.54,3,4645.62
PRJ_NGO_00013_1,PRJ_NGO_00013_1_ITEM_4,Admin,Admin costs for project,lump-sum,370650.33,1,370650.33
PRJ_NGO_00013_1,PRJ_NGO_00013_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,286746.82,1,286746.82
PRJ_NGO_00014_6,PRJ_NGO_00014_6_ITEM_1,Materials,Materials costs for project,kit,616.07,1431,881596.17
PRJ_NGO_00014_6,PRJ_NGO_00014_6_ITEM_2,Labor,Labor costs for project,person-month,243931.25,7,1707518.75
PRJ_NGO_00014_6,PRJ_NGO_00014_6_ITEM_3,Transport,Transport costs for project,trip,126166.12,7,883162.84
PRJ_NGO_00014_6,PRJ_NGO_00014_6_ITEM_4,Admin,Admin costs for project,lump-sum,213221.55,1,213221.55
PRJ_NGO_00014_6,PRJ_NGO_00014_6_ITEM_5,Contingency,Contingency costs for project,lump-sum,271805.6,1,271805.6
PRJ_NGO_00014_3,PRJ_NGO_00014_3_ITEM_1,Materials,Materials costs for project,kit,794.87,1613,1282125.31
PRJ_NGO_00014_3,PRJ_NGO_00014_3_ITEM_2,Labor,Labor costs for project,person-month,121714.49,4,486857.96
PRJ_NGO_00014_3,PRJ_NGO_00014_3_ITEM_3,Transport,Transport costs for project,trip,21451.2,8,171609.6
PRJ_NGO_00014_3,PRJ_NGO_00014_3_ITEM_4,Admin,Admin costs for project,lump-sum,544133.79,1,544133.79
PRJ_NGO_00014_3,PRJ_NGO_00014_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,278375.76,1,278375.76
PRJ_NGO_00014_5,PRJ_NGO_00014_5_ITEM_1,Materials,Materials costs for project,kit,319.94,739,236435.66
PRJ_NGO_00014_5,PRJ_NGO_00014_5_ITEM_2,Labor,Labor costs for project,person-month,56059.73,3,168179.19
PRJ_NGO_00014_5,PRJ_NGO_00014_5_ITEM_3,Transport,Transport costs for project,trip,72018.21,3,216054.63
PRJ_NGO_00014_5,PRJ_NGO_00014_5_ITEM_4,Admin,Admin costs for project,lump-sum,879.75,1,879.75
PRJ_NGO_00014_5,PRJ_NGO_00014_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,659750.45,1,659750.45
PRJ_NGO_00014_4,PRJ_NGO_00014_4_ITEM_1,Materials,Materials costs for project,kit,122.65,1500,183975.0
PRJ_NGO_00014_4,PRJ_NGO_00014_4_ITEM_2,Labor,Labor costs for project,person-month,175506.13,11,1930567.4300000002
PRJ_NGO_00014_4,PRJ_NGO_00014_4_ITEM_3,Transport,Transport costs for project,trip,73075.46,7,511528.22000000003
PRJ_NGO_00014_4,PRJ_NGO_00014_4_ITEM_4,Admin,Admin costs for project,lump-sum,836541.92,1,836541.92
PRJ_NGO_00014_4,PRJ_NGO_00014_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,2034493.01,1,2034493.01
PRJ_NGO_00014_2,PRJ_NGO_00014_2_ITEM_1,Materials,Materials costs for project,kit,206.14,1435,295810.89999999997
PRJ_NGO_00014_2,PRJ_NGO_00014_2_ITEM_2,Labor,Labor costs for project,person-month,194060.89,10,1940608.9000000001
PRJ_NGO_00014_2,PRJ_NGO_00014_2_ITEM_3,Transport,Transport costs for project,trip,46668.51,7,326679.57
PRJ_NGO_00014_2,PRJ_NGO_00014_2_ITEM_4,Admin,Admin costs for project,lump-sum,2019936.56,1,2019936.56
PRJ_NGO_00014_2,PRJ_NGO_00014_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,586268.35,1,586268.35
PRJ_NGO_00014_1,PRJ_NGO_00014_1_ITEM_1,Materials,Materials costs for project,kit,563.88,4740,2672791.2
PRJ_NGO_00014_1,PRJ_NGO_00014_1_ITEM_2,Labor,Labor costs for project,person-month,490258.5,10,4902585.0
PRJ_NGO_00014_1,PRJ_NGO_00014_1_ITEM_3,Transport,Transport costs for project,trip,201809.23,23,4641612.29
PRJ_NGO_00014_1,PRJ_NGO_00014_1_ITEM_4,Admin,Admin costs for project,lump-sum,1599678.76,1,1599678.76
PRJ_NGO_00014_1,PRJ_NGO_00014_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1562144.75,1,1562144.75
PRJ_NGO_00015_4,PRJ_NGO_00015_4_ITEM_1,Materials,Materials costs for project,kit,1858.05,4356,8093665.8
PRJ_NGO_00015_4,PRJ_NGO_00015_4_ITEM_2,Staff,Staff costs for project,person-month,25546.57,11,281012.27
PRJ_NGO_00015_4,PRJ_NGO_00015_4_ITEM_3,Transport,Transport costs for project,trip,121552.38,21,2552599.98
PRJ_NGO_00015_4,PRJ_NGO_00015_4_ITEM_4,Admin,Admin costs for project,lump-sum,10775122.09,1,10775122.09
PRJ_NGO_00015_4,PRJ_NGO_00015_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1347217.82,1,1347217.82
PRJ_NGO_00015_3,PRJ_NGO_00015_3_ITEM_1,Materials,Materials costs for project,kit,963.48,3612,3480089.7600000002
PRJ_NGO_00015_3,PRJ_NGO_00015_3_ITEM_2,Staff,Staff costs for project,person-month,128187.29,6,769123.74
PRJ_NGO_00015_3,PRJ_NGO_00015_3_ITEM_3,Transport,Transport costs for project,trip,359312.18,18,6467619.24
PRJ_NGO_00015_3,PRJ_NGO_00015_3_ITEM_4,Admin,Admin costs for project,lump-sum,310727.31,1,310727.31
PRJ_NGO_00015_3,PRJ_NGO_00015_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,1096343.22,1,1096343.22
PRJ_NGO_00015_2,PRJ_NGO_00015_2_ITEM_1,Materials,Materials costs for project,kit,802.98,2181,1751299.3800000001
PRJ_NGO_00015_2,PRJ_NGO_00015_2_ITEM_2,Staff,Staff costs for project,person-month,302778.78,11,3330566.58
PRJ_NGO_00015_2,PRJ_NGO_00015_2_ITEM_3,Transport,Transport costs for project,trip,208785.83,10,2087858.2999999998
PRJ_NGO_00015_2,PRJ_NGO_00015_2_ITEM_4,Admin,Admin costs for project,lump-sum,3737602.62,1,3737602.62
PRJ_NGO_00015_2,PRJ_NGO_00015_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,372674.17,1,372674.17
PRJ_NGO_00015_1,PRJ_NGO_00015_1_ITEM_1,Materials,Materials costs for project,kit,1228.42,3944,4844888.48
PRJ_NGO_00015_1,PRJ_NGO_00015_1_ITEM_2,Staff,Staff costs for project,person-month,829603.81,9,7466434.290000001
PRJ_NGO_00015_1,PRJ_NGO_00015_1_ITEM_3,Transport,Transport costs for project,trip,229238.11,19,4355524.09
PRJ_NGO_00015_1,PRJ_NGO_00015_1_ITEM_4,Admin,Admin costs for project,lump-sum,1169697.17,1,1169697.17
PRJ_NGO_00015_1,PRJ_NGO_00015_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,691652.57,1,691652.57
PRJ_NGO_00016_4,PRJ_NGO_00016_4_ITEM_1,Materials,Materials costs for project,kit,425.09,3836,1630645.24
PRJ_NGO_00016_4,PRJ_NGO_00016_4_ITEM_2,Staff,Staff costs for project,person-month,82151.61,8,657212.88
PRJ_NGO_00016_4,PRJ_NGO_00016_4_ITEM_3,Transport,Transport costs for project,trip,296034.71,19,5624659.49
PRJ_NGO_00016_4,PRJ_NGO_00016_4_ITEM_4,Admin,Admin costs for project,lump-sum,4100840.01,1,4100840.01
PRJ_NGO_00016_4,PRJ_NGO_00016_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,4106555.78,1,4106555.78
PRJ_NGO_00016_3,PRJ_NGO_00016_3_ITEM_1,Materials,Materials costs for project,kit,1029.43,3336,3434178.48
PRJ_NGO_00016_3,PRJ_NGO_00016_3_ITEM_2,Staff,Staff costs for project,person-month,1015681.46,8,8125451.68
PRJ_NGO_00016_3,PRJ_NGO_00016_3_ITEM_3,Transport,Transport costs for project,trip,15142.64,16,242282.24
PRJ_NGO_00016_3,PRJ_NGO_00016_3_ITEM_4,Admin,Admin costs for project,lump-sum,1806633.54,1,1806633.54
PRJ_NGO_00016_3,PRJ_NGO_00016_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,877864.67,1,877864.67
PRJ_NGO_00016_2,PRJ_NGO_00016_2_ITEM_1,Materials,Materials costs for project,kit,759.67,1369,1039988.23
PRJ_NGO_00016_2,PRJ_NGO_00016_2_ITEM_2,Staff,Staff costs for project,person-month,355647.18,5,1778235.9
PRJ_NGO_00016_2,PRJ_NGO_00016_2_ITEM_3,Transport,Transport costs for project,trip,47292.51,6,283755.06
PRJ_NGO_00016_2,PRJ_NGO_00016_2_ITEM_4,Admin,Admin costs for project,lump-sum,525159.47,1,525159.47
PRJ_NGO_00016_2,PRJ_NGO_00016_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,40256.61,1,40256.61
PRJ_NGO_00016_1,PRJ_NGO_00016_1_ITEM_1,Materials,Materials costs for project,kit,480.15,814,390842.1
PRJ_NGO_00016_1,PRJ_NGO_00016_1_ITEM_2,Staff,Staff costs for project,person-month,32541.09,7,227787.63
PRJ_NGO_00016_1,PRJ_NGO_00016_1_ITEM_3,Transport,Transport costs for project,trip,149322.65,4,597290.6
PRJ_NGO_00016_1,PRJ_NGO_00016_1_ITEM_4,Admin,Admin costs for project,lump-sum,412485.3,1,412485.3
PRJ_NGO_00016_1,PRJ_NGO_00016_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,993791.86,1,993791.86
PRJ_NGO_00017_2,PRJ_NGO_00017_2_ITEM_1,Materials,Materials costs for project,kit,337.99,1257,424853.43
PRJ_NGO_00017_2,PRJ_NGO_00017_2_ITEM_2,Staff,Staff costs for project,person-month,40751.29,12,489015.48
PRJ_NGO_00017_2,PRJ_NGO_00017_2_ITEM_3,Transport,Transport costs for project,trip,239396.5,6,1436379.0
PRJ_NGO_00017_2,PRJ_NGO_00017_2_ITEM_4,Admin,Admin costs for project,lump-sum,444171.14,1,444171.14
PRJ_NGO_00017_2,PRJ_NGO_00017_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,759076.7,1,759076.7
PRJ_NGO_00017_1,PRJ_NGO_00017_1_ITEM_1,Materials,Materials costs for project,kit,68.3,807,55118.1
PRJ_NGO_00017_1,PRJ_NGO_00017_1_ITEM_2,Staff,Staff costs for project,person-month,61878.59,5,309392.94999999995
PRJ_NGO_00017_1,PRJ_NGO_00017_1_ITEM_3,Transport,Transport costs for project,trip,56227.0,4,224908.0
PRJ_NGO_00017_1,PRJ_NGO_00017_1_ITEM_4,Admin,Admin costs for project,lump-sum,233631.9,1,233631.9
PRJ_NGO_00017_1,PRJ_NGO_00017_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,245648.31,1,245648.31
PRJ_NGO_00018_3,PRJ_NGO_00018_3_ITEM_1,Materials,Materials costs for project,kit,725.72,4596,3335409.12
PRJ_NGO_00018_3,PRJ_NGO_00018_3_ITEM_2,Labor,Labor costs for project,person-month,28734.78,10,287347.8
PRJ_NGO_00018_3,PRJ_NGO_00018_3_ITEM_3,Transport,Transport costs for project,trip,59113.25,22,1300491.5
PRJ_NGO_00018_3,PRJ_NGO_00018_3_ITEM_4,Admin,Admin costs for project,lump-sum,7421019.98,1,7421019.98
PRJ_NGO_00018_3,PRJ_NGO_00018_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,6205910.94,1,6205910.94
PRJ_NGO_00018_2,PRJ_NGO_00018_2_ITEM_1,Materials,Materials costs for project,kit,1014.96,1962,1991351.52
PRJ_NGO_00018_2,PRJ_NGO_00018_2_ITEM_2,Labor,Labor costs for project,person-month,339782.87,10,3397828.7
PRJ_NGO_00018_2,PRJ_NGO_00018_2_ITEM_3,Transport,Transport costs for project,trip,107902.1,9,971118.9
PRJ_NGO_00018_2,PRJ_NGO_00018_2_ITEM_4,Admin,Admin costs for project,lump-sum,900162.61,1,900162.61
PRJ_NGO_00018_2,PRJ_NGO_00018_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,803042.57,1,803042.57
PRJ_NGO_00018_1,PRJ_NGO_00018_1_ITEM_1,Materials,Materials costs for project,kit,56.72,2727,154675.44
PRJ_NGO_00018_1,PRJ_NGO_00018_1_ITEM_2,Labor,Labor costs for project,person-month,169283.17,10,1692831.7000000002
PRJ_NGO_00018_1,PRJ_NGO_00018_1_ITEM_3,Transport,Transport costs for project,trip,234937.02,13,3054181.26
PRJ_NGO_00018_1,PRJ_NGO_00018_1_ITEM_4,Admin,Admin costs for project,lump-sum,758998.03,1,758998.03
PRJ_NGO_00018_1,PRJ_NGO_00018_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,5141008.32,1,5141008.32
PRJ_NGO_00019_5,PRJ_NGO_00019_5_ITEM_1,Materials,Materials costs for project,kit,194.57,1198,233094.86
PRJ_NGO_00019_5,PRJ_NGO_00019_5_ITEM_2,Staff,Staff costs for project,person-month,39624.03,7,277368.20999999996
PRJ_NGO_00019_5,PRJ_NGO_00019_5_ITEM_3,Transport,Transport costs for project,trip,43545.33,5,217726.65000000002
PRJ_NGO_00019_5,PRJ_NGO_00019_5_ITEM_4,Admin,Admin costs for project,lump-sum,395202.0,1,395202.0
PRJ_NGO_00019_5,PRJ_NGO_00019_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,143506.98,1,143506.98
PRJ_NGO_00019_4,PRJ_NGO_00019_4_ITEM_1,Materials,Materials costs for project,kit,189.71,2797,530618.87
PRJ_NGO_00019_4,PRJ_NGO_00019_4_ITEM_2,Staff,Staff costs for project,person-month,31072.37,6,186434.22
PRJ_NGO_00019_4,PRJ_NGO_00019_4_ITEM_3,Transport,Transport costs for project,trip,37770.71,13,491019.23
PRJ_NGO_00019_4,PRJ_NGO_00019_4_ITEM_4,Admin,Admin costs for project,lump-sum,184635.07,1,184635.07
PRJ_NGO_00019_4,PRJ_NGO_00019_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1226197.85,1,1226197.85
PRJ_NGO_00019_3,PRJ_NGO_00019_3_ITEM_1,Materials,Materials costs for project,kit,206.98,4771,987501.58
PRJ_NGO_00019_3,PRJ_NGO_00019_3_ITEM_2,Staff,Staff costs for project,person-month,162061.38,6,972368.28
PRJ_NGO_00019_3,PRJ_NGO_00019_3_ITEM_3,Transport,Transport costs for project,trip,80666.95,23,1855339.8499999999
PRJ_NGO_00019_3,PRJ_NGO_00019_3_ITEM_4,Admin,Admin costs for project,lump-sum,288431.07,1,288431.07
PRJ_NGO_00019_3,PRJ_NGO_00019_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,300741.35,1,300741.35
PRJ_NGO_00019_2,PRJ_NGO_00019_2_ITEM_1,Materials,Materials costs for project,kit,424.0,4567,1936408.0
PRJ_NGO_00019_2,PRJ_NGO_00019_2_ITEM_2,Staff,Staff costs for project,person-month,115353.89,5,576769.45
PRJ_NGO_00019_2,PRJ_NGO_00019_2_ITEM_3,Transport,Transport costs for project,trip,24189.85,22,532176.7
PRJ_NGO_00019_2,PRJ_NGO_00019_2_ITEM_4,Admin,Admin costs for project,lump-sum,10400.39,1,10400.39
PRJ_NGO_00019_2,PRJ_NGO_00019_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,311767.39,1,311767.39
PRJ_NGO_00019_1,PRJ_NGO_00019_1_ITEM_1,Materials,Materials costs for project,kit,225.21,4449,1001959.29
PRJ_NGO_00019_1,PRJ_NGO_00019_1_ITEM_2,Staff,Staff costs for project,person-month,241802.77,3,725408.3099999999
PRJ_NGO_00019_1,PRJ_NGO_00019_1_ITEM_3,Transport,Transport costs for project,trip,10069.58,22,221530.76
PRJ_NGO_00019_1,PRJ_NGO_00019_1_ITEM_4,Admin,Admin costs for project,lump-sum,457785.83,1,457785.83
PRJ_NGO_00019_1,PRJ_NGO_00019_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,202215.26,1,202215.26
PRJ_NGO_00020_4,PRJ_NGO_00020_4_ITEM_1,Food,Food costs for project,unit,25.98,37422,972223.56
PRJ_NGO_00020_4,PRJ_NGO_00020_4_ITEM_2,Transport,Transport costs for project,trip,53843.01,13,699959.13
PRJ_NGO_00020_4,PRJ_NGO_00020_4_ITEM_3,Staff,Staff costs for project,person-month,56726.0,7,397082.0
PRJ_NGO_00020_4,PRJ_NGO_00020_4_ITEM_4,Admin,Admin costs for project,lump-sum,1270481.11,1,1270481.11
PRJ_NGO_00020_4,PRJ_NGO_00020_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1084153.21,1,1084153.21
PRJ_NGO_00020_5,PRJ_NGO_00020_5_ITEM_1,Food,Food costs for project,unit,65.83,15184,999562.72
PRJ_NGO_00020_5,PRJ_NGO_00020_5_ITEM_2,Transport,Transport costs for project,trip,7563.17,5,37815.85
PRJ_NGO_00020_5,PRJ_NGO_00020_5_ITEM_3,Staff,Staff costs for project,person-month,32408.36,6,194450.16
PRJ_NGO_00020_5,PRJ_NGO_00020_5_ITEM_4,Admin,Admin costs for project,lump-sum,469268.3,1,469268.3
PRJ_NGO_00020_5,PRJ_NGO_00020_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,236574.18,1,236574.18
PRJ_NGO_00020_3,PRJ_NGO_00020_3_ITEM_1,Food,Food costs for project,unit,73.4,28500,2091900.0000000002
PRJ_NGO_00020_3,PRJ_NGO_00020_3_ITEM_2,Transport,Transport costs for project,trip,27397.4,14,383563.60000000003
PRJ_NGO_00020_3,PRJ_NGO_00020_3_ITEM_3,Staff,Staff costs for project,person-month,26064.57,5,130322.85
PRJ_NGO_00020_3,PRJ_NGO_00020_3_ITEM_4,Admin,Admin costs for project,lump-sum,1697327.45,1,1697327.45
PRJ_NGO_00020_3,PRJ_NGO_00020_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,55810.16,1,55810.16
PRJ_NGO_00020_2,PRJ_NGO_00020_2_ITEM_1,Food,Food costs for project,unit,16.46,79578,1309853.8800000001
PRJ_NGO_00020_2,PRJ_NGO_00020_2_ITEM_2,Transport,Transport costs for project,trip,44482.65,22,978618.3
PRJ_NGO_00020_2,PRJ_NGO_00020_2_ITEM_3,Staff,Staff costs for project,person-month,240137.2,9,2161234.8000000003
PRJ_NGO_00020_2,PRJ_NGO_00020_2_ITEM_4,Admin,Admin costs for project,lump-sum,3049178.85,1,3049178.85
PRJ_NGO_00020_2,PRJ_NGO_00020_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,1504191.14,1,1504191.14
PRJ_NGO_00020_1,PRJ_NGO_00020_1_ITEM_1,Food,Food costs for project,unit,60.39,32571,1966962.69
PRJ_NGO_00020_1,PRJ_NGO_00020_1_ITEM_2,Transport,Transport costs for project,trip,3523.1,14,49323.4
PRJ_NGO_00020_1,PRJ_NGO_00020_1_ITEM_3,Staff,Staff costs for project,person-month,81701.32,5,408506.60000000003
PRJ_NGO_00020_1,PRJ_NGO_00020_1_ITEM_4,Admin,Admin costs for project,lump-sum,911487.09,1,911487.09
PRJ_NGO_00020_1,PRJ_NGO_00020_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,497058.49,1,497058.49
PRJ_NGO_00021_6,PRJ_NGO_00021_6_ITEM_1,Materials,Materials costs for project,kit,155.32,1347,209216.03999999998
PRJ_NGO_00021_6,PRJ_NGO_00021_6_ITEM_2,Staff,Staff costs for project,person-month,51363.77,6,308182.62
PRJ_NGO_00021_6,PRJ_NGO_00021_6_ITEM_3,Transport,Transport costs for project,trip,113386.53,6,680319.1799999999
PRJ_NGO_00021_6,PRJ_NGO_00021_6_ITEM_4,Admin,Admin costs for project,lump-sum,566254.88,1,566254.88
PRJ_NGO_00021_6,PRJ_NGO_00021_6_ITEM_5,Contingency,Contingency costs for project,lump-sum,1760228.54,1,1760228.54
PRJ_NGO_00021_5,PRJ_NGO_00021_5_ITEM_1,Materials,Materials costs for project,kit,264.85,598,158380.30000000002
PRJ_NGO_00021_5,PRJ_NGO_00021_5_ITEM_2,Staff,Staff costs for project,person-month,49932.69,3,149798.07
PRJ_NGO_00021_5,PRJ_NGO_00021_5_ITEM_3,Transport,Transport costs for project,trip,65000.04,2,130000.08
PRJ_NGO_00021_5,PRJ_NGO_00021_5_ITEM_4,Admin,Admin costs for project,lump-sum,186821.95,1,186821.95
PRJ_NGO_00021_5,PRJ_NGO_00021_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,395498.79,1,395498.79
PRJ_NGO_00021_4,PRJ_NGO_00021_4_ITEM_1,Materials,Materials costs for project,kit,143.79,3634,522532.86
PRJ_NGO_00021_4,PRJ_NGO_00021_4_ITEM_2,Staff,Staff costs for project,person-month,806184.37,4,3224737.48
PRJ_NGO_00021_4,PRJ_NGO_00021_4_ITEM_3,Transport,Transport costs for project,trip,1254.63,18,22583.340000000004
PRJ_NGO_00021_4,PRJ_NGO_00021_4_ITEM_4,Admin,Admin costs for project,lump-sum,4547968.89,1,4547968.89
PRJ_NGO_00021_4,PRJ_NGO_00021_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,158169.59,1,158169.59
PRJ_NGO_00021_7,PRJ_NGO_00021_7_ITEM_1,Materials,Materials costs for project,kit,681.42,4930,3359400.5999999996
PRJ_NGO_00021_7,PRJ_NGO_00021_7_ITEM_2,Staff,Staff costs for project,person-month,1337064.05,12,16044768.600000001
PRJ_NGO_00021_7,PRJ_NGO_00021_7_ITEM_3,Transport,Transport costs for project,trip,195483.41,24,4691601.84
PRJ_NGO_00021_7,PRJ_NGO_00021_7_ITEM_4,Admin,Admin costs for project,lump-sum,347607.7,1,347607.7
PRJ_NGO_00021_7,PRJ_NGO_00021_7_ITEM_5,Contingency,Contingency costs for project,lump-sum,2005.44,1,2005.44
PRJ_NGO_00021_3,PRJ_NGO_00021_3_ITEM_1,Materials,Materials costs for project,kit,223.08,3035,677047.8
PRJ_NGO_00021_3,PRJ_NGO_00021_3_ITEM_2,Staff,Staff costs for project,person-month,589843.48,6,3539060.88
PRJ_NGO_00021_3,PRJ_NGO_00021_3_ITEM_3,Transport,Transport costs for project,trip,17362.97,15,260444.55000000002
PRJ_NGO_00021_3,PRJ_NGO_00021_3_ITEM_4,Admin,Admin costs for project,lump-sum,1860028.26,1,1860028.26
PRJ_NGO_00021_3,PRJ_NGO_00021_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,3495022.0,1,3495022.0
PRJ_NGO_00021_2,PRJ_NGO_00021_2_ITEM_1,Materials,Materials costs for project,kit,48.64,2644,128604.16
PRJ_NGO_00021_2,PRJ_NGO_00021_2_ITEM_2,Staff,Staff costs for project,person-month,67214.52,3,201643.56
PRJ_NGO_00021_2,PRJ_NGO_00021_2_ITEM_3,Transport,Transport costs for project,trip,230136.33,13,2991772.29
PRJ_NGO_00021_2,PRJ_NGO_00021_2_ITEM_4,Admin,Admin costs for project,lump-sum,712817.21,1,712817.21
PRJ_NGO_00021_2,PRJ_NGO_00021_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,426761.82,1,426761.82
PRJ_NGO_00021_1,PRJ_NGO_00021_1_ITEM_1,Materials,Materials costs for project,kit,820.29,1171,960559.59
PRJ_NGO_00021_1,PRJ_NGO_00021_1_ITEM_2,Staff,Staff costs for project,person-month,11247.56,5,56237.799999999996
PRJ_NGO_00021_1,PRJ_NGO_00021_1_ITEM_3,Transport,Transport costs for project,trip,159698.19,5,798490.95
PRJ_NGO_00021_1,PRJ_NGO_00021_1_ITEM_4,Admin,Admin costs for project,lump-sum,705176.71,1,705176.71
PRJ_NGO_00021_1,PRJ_NGO_00021_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,233737.56,1,233737.56
PRJ_NGO_00022_5,PRJ_NGO_00022_5_ITEM_1,Materials,Materials costs for project,kit,159.76,4677,747197.5199999999
PRJ_NGO_00022_5,PRJ_NGO_00022_5_ITEM_2,Staff,Staff costs for project,person-month,338321.66,5,1691608.2999999998
PRJ_NGO_00022_5,PRJ_NGO_00022_5_ITEM_3,Transport,Transport costs for project,trip,129700.41,23,2983109.43
PRJ_NGO_00022_5,PRJ_NGO_00022_5_ITEM_4,Admin,Admin costs for project,lump-sum,3299735.66,1,3299735.66
PRJ_NGO_00022_5,PRJ_NGO_00022_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,4644165.75,1,4644165.75
PRJ_NGO_00022_4,PRJ_NGO_00022_4_ITEM_1,Materials,Materials costs for project,kit,312.76,4202,1314217.52
PRJ_NGO_00022_4,PRJ_NGO_00022_4_ITEM_2,Staff,Staff costs for project,person-month,226136.38,8,1809091.04
PRJ_NGO_00022_4,PRJ_NGO_00022_4_ITEM_3,Transport,Transport costs for project,trip,420543.08,21,8831404.68
PRJ_NGO_00022_4,PRJ_NGO_00022_4_ITEM_4,Admin,Admin costs for project,lump-sum,1317092.28,1,1317092.28
PRJ_NGO_00022_4,PRJ_NGO_00022_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,58887.78,1,58887.78
PRJ_NGO_00022_3,PRJ_NGO_00022_3_ITEM_1,Materials,Materials costs for project,kit,196.21,4867,954954.0700000001
PRJ_NGO_00022_3,PRJ_NGO_00022_3_ITEM_2,Staff,Staff costs for project,person-month,242042.9,6,1452257.4
PRJ_NGO_00022_3,PRJ_NGO_00022_3_ITEM_3,Transport,Transport costs for project,trip,60946.47,24,1462715.28
PRJ_NGO_00022_3,PRJ_NGO_00022_3_ITEM_4,Admin,Admin costs for project,lump-sum,4510618.91,1,4510618.91
PRJ_NGO_00022_3,PRJ_NGO_00022_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,4067947.26,1,4067947.26
