as_on_date,unique_id,ngo_name,ngo_email,state_of_registration,registered_district,registered_subdistrict,type_of_ngo,registration_authority,registration_number,act_name,date_of_registration,sectors,operational_district,operational_state,source_url
2026-09-16,DARPAN_124262,Vikas Trust 113 (Kozhikode),contact@vikastrust11.org,Kerala,Thrissur,Thrissur Taluk,Society,Registrar of Societies,SOC/925/2026/1786,"Societies Registration Act, 1860",2010-09-12,Women Empowerment,Kozhikode,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_124262
2026-09-16,DARPAN_124262,Vikas Trust 113 (Ahmedabad),contact@vikastrust11.org,Kerala,Thrissur,Thrissur Taluk,Society,Registrar of Societies,SOC/925/2026/1786,"Societies Registration Act, 1860",2010-09-12,Women Empowerment,Ahmedabad,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_124262
2026-09-16,DARPAN_388060,Sankalp Foundation 114,contact@sankalpfound.org,Karnataka,Mysuru,Mysuru Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/678/1995/3096,"Indian Trusts Act, 1882",2019-08-25,Water & Sanitation,Mysuru,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_388060
2026-09-16,DARPAN_388060,Sankalp Foundation 114 (Mangaluru),contact@sankalpfound.org,Karnataka,Mysuru,Mysuru Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/678/1995/3096,"Indian Trusts Act, 1882",2019-08-25,Water & Sanitation,Mangaluru,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_388060
2026-09-16,DARPAN_388060,Sankalp Foundation 114 (Belagavi),contact@sankalpfound.org,Karnataka,Mysuru,Mysuru Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/678/1995/3096,"Indian Trusts Act, 1882",2019-08-25,Water & Sanitation,Belagavi,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_388060
2026-09-16,DARPAN_492975,Vikas Seva Sanstha 115,contact@vikassevasan.org,Tamil Nadu,Salem,Salem Taluk,Society,Registrar of Societies,SOC/747/1998/4242,"Societies Registration Act, 1860",2010-11-02,"Disaster Relief & Rehabilitation, Nutrition & Food Security, Women Empowerment",Salem,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_492975
2026-09-16,DARPAN_492975,Vikas Seva Sanstha 115 (Madurai),contact@vikassevasan.org,Tamil Nadu,Salem,Salem Taluk,Society,Registrar of Societies,SOC/747/1998/4242,"Societies Registration Act, 1860",2010-11-02,"Disaster Relief & Rehabilitation, Nutrition & Food Security, Women Empowerment",Madurai,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_492975
2026-09-16,DARPAN_492975,Vikas Seva Sanstha 115 (Coimbatore),contact@vikassevasan.org,Tamil Nadu,Salem,Salem Taluk,Society,Registrar of Societies,SOC/747/1998/4242,"Societies Registration Act, 1860",2010-11-02,"Disaster Relief & Rehabilitation, Nutrition & Food Security, Women Empowerment",Coimbatore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_492975
2026-09-16,DARPAN_645909,Punarutthan Initiative 116,contact@punarutthani.org,Maharashtra,Thane,Thane Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/582/2009/8180,"Companies Act, 2013",2023-12-20,"Healthcare & Medical, Rural Development",Thane,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_645909
2026-09-16,DARPAN_645909,Punarutthan Initiative 116 (Mumbai),,Maharashtra,Thane,Thane Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/582/2009/8180,"Companies Act, 2013",2023-12-20,"Healthcare & Medical, Rural Development",Mumbai,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_645909
2026-09-16,DARPAN_645909,Punarutthan Initiative 116 (Nashik),contact@punarutthani.org,Maharashtra,Thane,Thane Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/582/2009/8180,"Companies Act, 2013",2023-12-20,"Healthcare & Medical, Rural Development",Nashik,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_645909
2026-09-16,DARPAN_444941,Samarpan Association 117,contact@samarpanasso.org,Kerala,Thiruvananthapuram,Thiruvananthapuram Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/567/2011/6875,"Companies Act, 2013",2005-04-09,"Education, Rural Development",Thiruvananthapuram,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_444941
2026-09-16,DARPAN_444941,Samarpan Association 117 (Kozhikode),contact@samarpanasso.org,Kerala,Thiruvananthapuram,Thiruvananthapuram Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/567/2011/6875,"Companies Act, 2013",2005-04-09,"Education, Rural Development",Kozhikode,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_444941
2026-09-16,DARPAN_444941,Samarpan Association 117 (Thrissur),contact@samarpanasso.org,Kerala,Thiruvananthapuram,Thiruvananthapuram Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/567/2011/6875,"Companies Act, 2013",2005-04-09,"Education, Rural Development",Thrissur,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_444941
2026-09-16,DARPAN_279664,Asha Initiative 118,contact@ashainitiati.org,Rajasthan,Jaipur,Jaipur Taluk,Society,Registrar of Societies,SOC/588/2004/2044,"Societies Registration Act, 1860",2020-12-09,"Education, Child Welfare",Jaipur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_279664
2026-09-16,DARPAN_279664,Asha Initiative 118 (Kota),contact@ashainitiati.org,Rajasthan,Jaipur,Jaipur Taluk,Society,Registrar of Societies,SOC/588/2004/2044,"Societies Registration Act, 1860",2020-12-09,"Education, Child Welfare",Kota,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_279664
2026-09-16,DARPAN_786611,Sankalp Initiative 119,contact@sankalpiniti.org,Odisha,Puri,Puri Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/758/2007/5629,"Companies Act, 2013",2022-04-10,"Women Empowerment, Water & Sanitation, Skill Development & Livelihood",Puri,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_786611
2026-09-16,DARPAN_786611,Sankalp Initiative 119 (Khordha),contact@sankalpiniti.org,Odisha,Puri,Puri Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/758/2007/5629,"Companies Act, 2013",2022-04-10,"Women Empowerment, Water & Sanitation, Skill Development & Livelihood",Khordha,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_786611
2026-09-16,DARPAN_786611,Sankalp Initiative 119 (Cuttack),contact@sankalpiniti.org,Odisha,Puri,Puri Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/758/2007/5629,"Companies Act, 2013",2022-04-10,"Women Empowerment, Water & Sanitation, Skill Development & Livelihood",Cuttack,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_786611
2026-09-16,DARPAN_563495,Manav Foundation 120,contact@manavfoundat.org,Gujarat,Surat,Surat Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/842/2015/1716,"Indian Trusts Act, 1882",2011-06-28,"Nutrition & Food Security, Rural Development, Child Welfare",Surat,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_563495
2026-09-16,DARPAN_563495,Manav Foundation 120 (Ahmedabad),contact@manavfoundat.org,Gujarat,Surat,Surat Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/842/2015/1716,"Indian Trusts Act, 1882",2011-06-28,"Nutrition & Food Security, Rural Development, Child Welfare",Ahmedabad,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_563495
2026-09-16,DARPAN_563495,Manav Foundation 120 (Vadodara),,Gujarat,Surat,Surat Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/842/2015/1716,"Indian Trusts Act, 1882",2011-06-28,"Nutrition & Food Security, Rural Development, Child Welfare",Vadodara,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_563495
2026-09-16,DARPAN_791694,Sahyog Initiative 121,contact@sahyoginitia.org,Kerala,Ernakulam,Ernakulam Taluk,Society,Registrar of Societies,SOC/124/2008/7323,"Societies Registration Act, 1860",2019-12-22,"Nutrition & Food Security, Women Empowerment",Ernakulam,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_791694
2026-09-16,DARPAN_386089,Kavach Trust 122,contact@kavachtrust1.org,Uttar Pradesh,Prayagraj,Prayagraj Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/233/1995/1314,"Indian Trusts Act, 1882",2023-08-13,Environment & Forests,Prayagraj,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_386089
2026-09-16,DARPAN_386089,Kavach Trust 122 (Noida),contact@kavachtrust1.org,Uttar Pradesh,Prayagraj,Prayagraj Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/233/1995/1314,"Indian Trusts Act, 1882",2023-08-13,Environment & Forests,Noida,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_386089
2026-09-16,DARPAN_851807,Seva Sansthan 123,contact@sevasansthan.org,Uttar Pradesh,Prayagraj,Prayagraj Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/587/2007/9115,"Indian Trusts Act, 1882",2019-05-24,"Education, Child Welfare",Prayagraj,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_851807
2026-09-16,DARPAN_851807,Seva Sansthan 123 (Lucknow),contact@sevasansthan.org,Uttar Pradesh,Prayagraj,Prayagraj Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/587/2007/9115,"Indian Trusts Act, 1882",2019-05-24,"Education, Child Welfare",Lucknow,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_851807
2026-09-16,DARPAN_992964,Umeed Mission 124,contact@umeedmission.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/168/2015/8810,"Indian Trusts Act, 1882",2019-09-16,"Women Empowerment, Child Welfare, Education",Coimbatore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_992964
2026-09-16,DARPAN_992964,Umeed Mission 124 (Tiruchirappalli),contact@umeedmission.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/168/2015/8810,"Indian Trusts Act, 1882",2019-09-16,"Women Empowerment, Child Welfare, Education",Tiruchirappalli,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_992964
2026-09-16,DARPAN_992964,Umeed Mission 124 (Madurai),contact@umeedmission.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/168/2015/8810,"Indian Trusts Act, 1882",2019-09-16,"Women Empowerment, Child Welfare, Education",Madurai,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_992964
2026-09-16,DARPAN_742863,Navjeevan Association 125,contact@navjeevanass.org,Uttar Pradesh,Prayagraj,Prayagraj Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/140/1998/3160,"Companies Act, 2013",2011-03-05,Nutrition & Food Security,Prayagraj,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_742863
2026-09-16,DARPAN_742863,Navjeevan Association 125 (Kanpur Nagar),,Uttar Pradesh,Prayagraj,Prayagraj Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/140/1998/3160,"Companies Act, 2013",2011-03-05,Nutrition & Food Security,Kanpur Nagar,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_742863
2026-09-16,DARPAN_742863,Navjeevan Association 125 (North Delhi),contact@navjeevanass.org,Uttar Pradesh,Prayagraj,Prayagraj Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/140/1998/3160,"Companies Act, 2013",2011-03-05,Nutrition & Food Security,North Delhi,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_742863
2026-09-16,DARPAN_499948,Shakti Society 126,contact@shaktisociet.org,Maharashtra,Mumbai,Mumbai Taluk,Society,Registrar of Societies,SOC/320/2007/7933,"Societies Registration Act, 1860",2017-05-14,"Environment & Forests, Education",Mumbai,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_499948
2026-09-16,DARPAN_499948,Shakti Society 126 (Nashik),contact@shaktisociet.org,Maharashtra,Mumbai,Mumbai Taluk,Society,Registrar of Societies,SOC/320/2007/7933,"Societies Registration Act, 1860",2017-05-14,"Environment & Forests, Education",Nashik,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_499948
2026-09-16,DARPAN_499948,Shakti Society 126 (Pune),contact@shaktisociet.org,Maharashtra,Mumbai,Mumbai Taluk,Society,Registrar of Societies,SOC/320/2007/7933,"Societies Registration Act, 1860",2017-05-14,"Environment & Forests, Education",Pune,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_499948
2026-09-16,DARPAN_417569,Prerna Initiative 127,contact@prernainitia.org,Maharashtra,Pune,Pune Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/116/1996/5846,"Indian Trusts Act, 1882",2025-11-03,Child Welfare,Pune,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_417569
2026-09-16,DARPAN_417569,Prerna Initiative 127 (Thane),contact@prernainitia.org,Maharashtra,Pune,Pune Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/116/1996/5846,"Indian Trusts Act, 1882",2025-11-03,Child Welfare,Thane,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_417569
2026-09-16,DARPAN_417569,Prerna Initiative 127 (Kozhikode),contact@prernainitia.org,Maharashtra,Pune,Pune Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/116/1996/5846,"Indian Trusts Act, 1882",2025-11-03,Child Welfare,Kozhikode,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_417569
2026-09-16,DARPAN_611126,Seva Mission 128,,West Bengal,Kolkata,Kolkata Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/351/2001/8449,"Indian Trusts Act, 1882",2023-10-16,Environment & Forests,Kolkata,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_611126
2026-09-16,DARPAN_611126,Seva Mission 128 (Darjeeling),contact@sevamission1.org,West Bengal,Kolkata,Kolkata Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/351/2001/8449,"Indian Trusts Act, 1882",2023-10-16,Environment & Forests,Darjeeling,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_611126
2026-09-16,DARPAN_611126,Seva Mission 128 (Howrah),contact@sevamission1.org,West Bengal,Kolkata,Kolkata Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/351/2001/8449,"Indian Trusts Act, 1882",2023-10-16,Environment & Forests,Howrah,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_611126
2026-09-16,DARPAN_436055,Sahyog Foundation 129,contact@sahyogfounda.org,Delhi,South Delhi,South Delhi Taluk,Society,Registrar of Societies,SOC/560/2009/3086,"Societies Registration Act, 1860",2011-09-14,"Nutrition & Food Security, Disaster Relief & Rehabilitation",South Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_436055
2026-09-16,DARPAN_436055,Sahyog Foundation 129 (North Delhi),,Delhi,South Delhi,South Delhi Taluk,Society,Registrar of Societies,SOC/560/2009/3086,"Societies Registration Act, 1860",2011-09-14,"Nutrition & Food Security, Disaster Relief & Rehabilitation",North Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_436055
2026-09-16,DARPAN_436055,Sahyog Foundation 129 (New Delhi),,Delhi,South Delhi,South Delhi Taluk,Society,Registrar of Societies,SOC/560/2009/3086,"Societies Registration Act, 1860",2011-09-14,"Nutrition & Food Security, Disaster Relief & Rehabilitation",New Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_436055
2026-09-16,DARPAN_432102,Jan Kalyan Society 130,contact@jankalyansoc.org,Kerala,Ernakulam,Ernakulam Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/731/1996/3627,"Companies Act, 2013",2024-05-26,"Healthcare & Medical, Disaster Relief & Rehabilitation",Ernakulam,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_432102
2026-09-16,DARPAN_432102,Jan Kalyan Society 130 (Thrissur),,Kerala,Ernakulam,Ernakulam Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/731/1996/3627,"Companies Act, 2013",2024-05-26,"Healthcare & Medical, Disaster Relief & Rehabilitation",Thrissur,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_432102
2026-09-16,DARPAN_432102,Jan Kalyan Society 130 (Central Delhi),contact@jankalyansoc.org,Kerala,Ernakulam,Ernakulam Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/731/1996/3627,"Companies Act, 2013",2024-05-26,"Healthcare & Medical, Disaster Relief & Rehabilitation",Central Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_432102
2026-09-16,DARPAN_482281,Navjeevan Samiti 131,contact@navjeevansam.org,Maharashtra,Thane,Thane Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/194/1998/5102,"Indian Trusts Act, 1882",2024-08-05,Women Empowerment,Thane,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_482281
2026-09-16,DARPAN_482281,Navjeevan Samiti 131 (Pune),contact@navjeevansam.org,Maharashtra,Thane,Thane Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/194/1998/5102,"Indian Trusts Act, 1882",2024-08-05,Women Empowerment,Pune,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_482281
2026-09-16,DARPAN_283652,Samarpan Samiti 132,contact@samarpansami.org,Karnataka,Mangaluru,Mangaluru Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/168/2019/3226,"Indian Trusts Act, 1882",2025-08-22,"Skill Development & Livelihood, Water & Sanitation",Mangaluru,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_283652
2026-09-16,DARPAN_283652,Samarpan Samiti 132 (Dharwad),contact@samarpansami.org,Karnataka,Mangaluru,Mangaluru Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/168/2019/3226,"Indian Trusts Act, 1882",2025-08-22,"Skill Development & Livelihood, Water & Sanitation",Dharwad,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_283652
2026-09-16,DARPAN_283652,Samarpan Samiti 132 (Rajkot),contact@samarpansami.org,Karnataka,Mangaluru,Mangaluru Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/168/2019/3226,"Indian Trusts Act, 1882",2025-08-22,"Skill Development & Livelihood, Water & Sanitation",Rajkot,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_283652
2026-09-16,DARPAN_535997,Navjeevan Samiti 133,contact@navjeevansam.org,Karnataka,Bengaluru Urban,Bengaluru Urban Taluk,Society,Registrar of Societies,SOC/483/1998/6743,"Societies Registration Act, 1860",2017-11-28,"Water & Sanitation, Environment & Forests",Bengaluru Urban,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_535997
2026-09-16,DARPAN_535997,Navjeevan Samiti 133 (Mangaluru),contact@navjeevansam.org,Karnataka,Bengaluru Urban,Bengaluru Urban Taluk,Society,Registrar of Societies,SOC/483/1998/6743,"Societies Registration Act, 1860",2017-11-28,"Water & Sanitation, Environment & Forests",Mangaluru,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_535997
2026-09-16,DARPAN_535997,Navjeevan Samiti 133 (Belagavi),contact@navjeevansam.org,Karnataka,Bengaluru Urban,Bengaluru Urban Taluk,Society,Registrar of Societies,SOC/483/1998/6743,"Societies Registration Act, 1860",2017-11-28,"Water & Sanitation, Environment & Forests",Belagavi,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_535997
2026-09-16,DARPAN_449999,Uday Trust 134,contact@udaytrust134.org,West Bengal,Howrah,Howrah Taluk,Society,Registrar of Societies,SOC/603/2020/4506,"Societies Registration Act, 1860",2012-05-08,"Nutrition & Food Security, Rural Development",Howrah,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_449999
2026-09-16,DARPAN_449999,Uday Trust 134 (Darjeeling),,West Bengal,Howrah,Howrah Taluk,Society,Registrar of Societies,SOC/603/2020/4506,"Societies Registration Act, 1860",2012-05-08,"Nutrition & Food Security, Rural Development",Darjeeling,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_449999
2026-09-16,DARPAN_449999,Uday Trust 134 (Kolkata),contact@udaytrust134.org,West Bengal,Howrah,Howrah Taluk,Society,Registrar of Societies,SOC/603/2020/4506,"Societies Registration Act, 1860",2012-05-08,"Nutrition & Food Security, Rural Development",Kolkata,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_449999
2026-09-16,DARPAN_733257,Goonj Association 135,contact@goonjassocia.org,Delhi,Central Delhi,Central Delhi Taluk,Society,Registrar of Societies,SOC/139/1995/6910,"Societies Registration Act, 1860",2013-06-11,Child Welfare,Central Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_733257
2026-09-16,DARPAN_733257,Goonj Association 135 (Vadodara),contact@goonjassocia.org,Delhi,Central Delhi,Central Delhi Taluk,Society,Registrar of Societies,SOC/139/1995/6910,"Societies Registration Act, 1860",2013-06-11,Child Welfare,Vadodara,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_733257
2026-09-16,DARPAN_804444,Gramin Sansthan 136,contact@graminsansth.org,Karnataka,Belagavi,Belagavi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/846/2005/6921,"Indian Trusts Act, 1882",2024-05-18,"Healthcare & Medical, Water & Sanitation",Belagavi,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_804444
2026-09-16,DARPAN_804444,Gramin Sansthan 136 (Dharwad),contact@graminsansth.org,Karnataka,Belagavi,Belagavi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/846/2005/6921,"Indian Trusts Act, 1882",2024-05-18,"Healthcare & Medical, Water & Sanitation",Dharwad,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_804444
2026-09-16,DARPAN_804444,Gramin Sansthan 136 (Mumbai),contact@graminsansth.org,Karnataka,Belagavi,Belagavi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/846/2005/6921,"Indian Trusts Act, 1882",2024-05-18,"Healthcare & Medical, Water & Sanitation",Mumbai,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_804444
2026-09-16,DARPAN_983973,Samarpan Seva Sanstha 137,contact@samarpanseva.org,Gujarat,Ahmedabad,Ahmedabad Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/239/2025/9099,"Companies Act, 2013",2015-06-04,"Education, Rural Development",Ahmedabad,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_983973
2026-09-16,DARPAN_983973,Samarpan Seva Sanstha 137 (Rajkot),,Gujarat,Ahmedabad,Ahmedabad Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/239/2025/9099,"Companies Act, 2013",2015-06-04,"Education, Rural Development",Rajkot,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_983973
2026-09-16,DARPAN_983973,Samarpan Seva Sanstha 137 (Surat),contact@samarpanseva.org,Gujarat,Ahmedabad,Ahmedabad Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/239/2025/9099,"Companies Act, 2013",2015-06-04,"Education, Rural Development",Surat,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_983973
2026-09-16,DARPAN_230703,Deepam Association 138,contact@deepamassoci.org,Odisha,Puri,Puri Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/217/2020/4132,"Indian Trusts Act, 1882",2014-10-06,"Water & Sanitation, Healthcare & Medical, Disaster Relief & Rehabilitation",Puri,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_230703
2026-09-16,DARPAN_230703,Deepam Association 138 (Cuttack),contact@deepamassoci.org,Odisha,Puri,Puri Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/217/2020/4132,"Indian Trusts Act, 1882",2014-10-06,"Water & Sanitation, Healthcare & Medical, Disaster Relief & Rehabilitation",Cuttack,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_230703
2026-09-16,DARPAN_329082,Uday Trust 139,contact@udaytrust139.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/701/2021/2970,"Indian Trusts Act, 1882",2001-08-07,Disaster Relief & Rehabilitation,Coimbatore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_329082
2026-09-16,DARPAN_329082,Uday Trust 139 (Tiruchirappalli),contact@udaytrust139.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/701/2021/2970,"Indian Trusts Act, 1882",2001-08-07,Disaster Relief & Rehabilitation,Tiruchirappalli,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_329082
2026-09-16,DARPAN_329082,Uday Trust 139 (Salem),contact@udaytrust139.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/701/2021/2970,"Indian Trusts Act, 1882",2001-08-07,Disaster Relief & Rehabilitation,Salem,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_329082
2026-09-16,DARPAN_493767,Kalyan Mission 140,contact@kalyanmissio.org,Maharashtra,Raigad,Raigad Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/915/2003/1881,"Indian Trusts Act, 1882",2022-02-18,"Water & Sanitation, Nutrition & Food Security",Raigad,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_493767
2026-09-16,DARPAN_640950,Gramin Initiative 141,contact@gramininitia.org,Karnataka,Belagavi,Belagavi Taluk,Society,Registrar of Societies,SOC/676/2002/4863,"Societies Registration Act, 1860",2013-09-08,"Rural Development, Education, Water & Sanitation",Belagavi,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_640950
2026-09-16,DARPAN_640950,Gramin Initiative 141 (Mangaluru),,Karnataka,Belagavi,Belagavi Taluk,Society,Registrar of Societies,SOC/676/2002/4863,"Societies Registration Act, 1860",2013-09-08,"Rural Development, Education, Water & Sanitation",Mangaluru,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_640950
