financial_report_id,ngo_id,financial_year,document_type,document_source,audit_status,auditor_name,total_income,grant_income,donation_income,other_income,fcra_income,nfcra_income,total_expenditure,programme_expenses,administrative_expenses,fundraising_expenses,employee_expenses,consultancy_expenses,material_expenses,other_expenses,cash_and_bank_balance,total_assets,total_liabilities,surplus_or_deficit,related_party_transactions,source_url,verification_status
FIN_NGO_00026_FY2023-24,NGO_00026,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",2502847.79,1411029.96,531478.5,560339.33,0.0,2502847.79,2320855.02,1757666.5,160293.64,100107.17,130228.3,51767.82,103535.65,17255.94,1018778.35,5374951.02,1320095.34,181992.77,0.0,https://eleos.org/docs/FIN_NGO_00026_FY2023-24.pdf,Verified
FIN_NGO_00027_FY2025-26,NGO_00027,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",9644068.99,6924033.11,2231137.27,488898.61,0.0,9644068.99,8653063.86,6573119.08,601838.08,134992.34,811619.12,159448.57,318897.14,53149.53,4456367.47,7374798.24,1687476.42,991005.13,0.0,https://eleos.org/docs/FIN_NGO_00027_FY2025-26.pdf,Verified
FIN_NGO_00027_FY2024-25,NGO_00027,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",8200636.73,4685504.75,2601135.37,913996.61,0.0,8200636.73,7972468.38,6293201.52,957551.4,350116.4,649186.66,0.0,0.0,-277587.6,2398315.14,7627458.64,1928654.55,228168.35,0.0,https://eleos.org/docs/FIN_NGO_00027_FY2024-25.pdf,Verified
FIN_NGO_00027_FY2023-24,NGO_00027,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",9038484.11,6033289.49,1750547.05,1254647.57,0.0,9038484.11,9078447.17,6803927.6,650900.68,116571.62,710705.69,238902.47,477804.95,79634.16,1416541.94,7389334.26,1440490.09,-39963.06,0.0,https://eleos.org/docs/FIN_NGO_00027_FY2023-24.pdf,Verified
FIN_NGO_00028_FY2025-26,NGO_00028,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",30949325.36,20002919.91,4658590.68,6287814.77,0.0,30949325.36,31222661.02,26057309.55,1595663.02,766799.2,1335046.38,440352.86,880705.72,146784.29,7477217.44,10927553.22,1208686.52,-273335.66,0.0,https://eleos.org/docs/FIN_NGO_00028_FY2025-26.pdf,Verified
FIN_NGO_00028_FY2024-25,NGO_00028,FY2024-25,Audited Financial Statement,Public Repository,Unknown,"M/s R. K. Sharma & Associates, Chartered Accountants",30050957.73,14386018.7,9151941.48,6512997.55,0.0,30050957.73,28556996.36,23121224.24,2125017.94,711421.22,1275733.1,397079.95,794159.91,132360.0,17161912.51,9364575.16,3196142.67,1493961.37,0.0,https://eleos.org/docs/FIN_NGO_00028_FY2024-25.pdf,Extracted
FIN_NGO_00028_FY2023-24,NGO_00028,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",34129378.92,23768139.48,9174108.4,1187131.04,0.0,34129378.92,31427127.76,23128027.83,1815692.78,778034.31,2118338.34,1076110.35,2152220.7,358703.45,17041473.44,10485743.18,1811676.35,2702251.16,0.0,https://eleos.org/docs/FIN_NGO_00028_FY2023-24.pdf,Verified
FIN_NGO_00029_FY2025-26,NGO_00029,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",112290867.68,57099657.5,18720767.88,36470442.3,0.0,112290867.68,112250912.64,82368746.25,13897568.34,5397457.65,5661045.2,1477828.56,2955657.12,492609.52,48040795.46,78630785.73,10097575.46,39955.04,0.0,https://eleos.org/docs/FIN_NGO_00029_FY2025-26.pdf,Verified
FIN_NGO_00029_FY2024-25,NGO_00029,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",92561866.68,63140978.57,29150042.11,270846.0,0.0,92561866.68,89808697.46,63183000.01,11148008.16,3162335.05,5598169.89,2015155.3,4030310.61,671718.44,39620175.67,74095217.73,25475723.59,2753169.22,0.0,https://eleos.org/docs/FIN_NGO_00029_FY2024-25.pdf,Verified
FIN_NGO_00030_FY2025-26,NGO_00030,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",20481535.39,13450979.39,7028995.42,1560.58,0.0,20481535.39,20364379.42,17417987.19,1201744.6,420750.07,1617173.36,0.0,0.0,-293275.8,12394366.98,20622732.76,8226771.36,117155.97,0.0,https://eleos.org/docs/FIN_NGO_00030_FY2025-26.pdf,Verified
FIN_NGO_00030_FY2024-25,NGO_00030,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",19658835.28,14234616.88,5403281.33,20937.07,0.0,19658835.28,18287231.24,13007125.42,1303689.44,722788.26,1080414.41,651964.11,1303928.23,217321.37,8152104.75,23553900.29,4840435.91,1371604.04,0.0,https://eleos.org/docs/FIN_NGO_00030_FY2024-25.pdf,Verified
FIN_NGO_00030_FY2023-24,NGO_00030,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",22041699.66,14859642.5,7067285.78,114771.38,0.0,22041699.66,21253329.56,16526215.61,1398471.4,260283.56,898544.54,650944.34,1301888.67,216981.44,3399767.5,22533317.57,4495851.98,788370.1,0.0,https://eleos.org/docs/FIN_NGO_00030_FY2023-24.pdf,Verified
FIN_NGO_00030_FY2022-23,NGO_00030,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",23763102.35,17050318.58,6222540.49,490243.28,0.0,23763102.35,23487719.12,17339714.36,1220707.51,1096617.32,1766195.46,619345.34,1238690.68,206448.45,13464110.53,24265555.38,9419103.0,275383.23,0.0,https://eleos.org/docs/FIN_NGO_00030_FY2022-23.pdf,Verified
FIN_NGO_00031_FY2025-26,NGO_00031,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",77931405.61,57650487.38,15205919.05,5074999.18,0.0,77931405.61,71824396.01,56004371.63,9574308.63,2616125.75,5200626.81,0.0,0.0,-1571036.81,14218210.96,87735703.66,23241081.74,6107009.6,0.0,https://eleos.org/docs/FIN_NGO_00031_FY2025-26.pdf,Verified
FIN_NGO_00031_FY2024-25,NGO_00031,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",75900368.59,35507693.7,30588686.17,9803988.72,0.0,75900368.59,69893128.06,55078496.42,4750687.08,1176531.13,2903650.01,1795129.03,3590258.05,598376.34,13347354.19,95820296.29,18445983.88,6007240.53,0.0,https://eleos.org/docs/FIN_NGO_00031_FY2024-25.pdf,Verified
FIN_NGO_00031_FY2023-24,NGO_00031,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",69479317.55,42156336.43,16971525.79,10351455.33,0.0,69479317.55,65419200.47,48853992.22,5516805.55,770944.15,3349134.43,2078497.24,4156994.48,692832.4,18428615.26,95700330.66,25769608.58,4060117.08,0.0,https://eleos.org/docs/FIN_NGO_00031_FY2023-24.pdf,Verified
FIN_NGO_00032_FY2025-26,NGO_00032,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",3651854.55,2560524.93,691350.03,399979.59,0.0,3651854.55,3419656.32,2728413.08,347033.88,57751.12,233845.66,15783.77,31567.55,5261.26,1570040.28,4314123.77,951333.19,232198.23,0.0,https://eleos.org/docs/FIN_NGO_00032_FY2025-26.pdf,Verified
FIN_NGO_00033_FY2025-26,NGO_00033,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",727516.77,354809.64,329915.97,42791.16,0.0,727516.77,645271.83,468827.92,80515.93,7161.24,29310.51,17836.87,35673.73,5945.63,372264.2,596609.84,98020.36,82244.94,0.0,https://eleos.org/docs/FIN_NGO_00033_FY2025-26.pdf,Verified
FIN_NGO_00033_FY2024-25,NGO_00033,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",667038.37,342726.23,104552.62,219759.52,0.0,667038.37,647448.8,531202.38,77099.2,30080.87,26243.61,0.0,0.0,-17177.26,291721.64,509447.04,89518.57,19589.57,0.0,https://eleos.org/docs/FIN_NGO_00033_FY2024-25.pdf,Verified
FIN_NGO_00034_FY2025-26,NGO_00034,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",26408084.08,16155775.47,5359430.79,4892877.82,0.0,26408084.08,24613272.91,17726455.19,3161055.59,1119257.62,1605483.28,300306.37,600612.74,100102.12,10898396.6,44701243.94,6049617.88,1794811.17,0.0,https://eleos.org/docs/FIN_NGO_00034_FY2025-26.pdf,Verified
FIN_NGO_00034_FY2024-25,NGO_00034,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",30632013.67,11593797.36,17441151.11,1597065.2,0.0,30632013.67,27188015.81,20937108.37,3482099.63,596348.2,1710130.36,138698.78,277397.55,46232.92,15690744.56,41761884.03,6685617.3,3443997.86,0.0,https://eleos.org/docs/FIN_NGO_00034_FY2024-25.pdf,Verified
FIN_NGO_00034_FY2023-24,NGO_00034,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",26697659.12,18553740.5,4751194.19,3392724.43,0.0,26697659.12,23710775.81,16468226.01,1895359.99,534359.39,2352071.55,738227.66,1476455.32,246075.89,8915882.75,42410435.52,14082922.94,2986883.31,0.0,https://eleos.org/docs/FIN_NGO_00034_FY2023-24.pdf,Verified
FIN_NGO_00034_FY2022-23,NGO_00034,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",29230863.84,11260212.16,12732964.89,5237686.79,0.0,29230863.84,25877544.29,20547488.46,2233372.15,655546.95,2533920.61,0.0,0.0,-92783.88,6461807.2,43884810.53,4573812.56,3353319.55,0.0,https://eleos.org/docs/FIN_NGO_00034_FY2022-23.pdf,Verified
FIN_NGO_00035_FY2025-26,NGO_00035,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",31726583.05,19926731.13,9196924.17,2602927.75,0.0,31726583.05,30609452.22,22473489.26,3353259.73,636648.63,2441072.53,511494.62,1022989.24,170498.21,6690667.98,9360526.77,1230668.43,1117130.83,0.0,https://eleos.org/docs/FIN_NGO_00035_FY2025-26.pdf,Verified
FIN_NGO_00035_FY2024-25,NGO_00035,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",34978990.05,19206810.41,11656794.21,4115385.43,0.0,34978990.05,32788111.52,26887320.5,4093100.42,797304.36,3225929.94,0.0,0.0,-2215543.7,7547390.45,8864437.53,3307383.59,2190878.53,0.0,https://eleos.org/docs/FIN_NGO_00035_FY2024-25.pdf,Verified
FIN_NGO_00035_FY2023-24,NGO_00035,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",28717249.92,17766020.08,10332574.16,618655.68,0.0,28717249.92,27328447.78,22691952.24,3011922.17,371757.26,1337691.16,0.0,0.0,-84875.05,13986202.43,8079780.28,1428243.62,1388802.14,0.0,https://eleos.org/docs/FIN_NGO_00035_FY2023-24.pdf,Verified
FIN_NGO_00036_FY2025-26,NGO_00036,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",15079321.37,10338581.91,3645944.94,1094794.52,0.0,15079321.37,15061804.94,12920053.82,827058.02,245162.43,1183916.96,0.0,0.0,-114386.29,8674629.3,28001973.21,3429109.68,17516.43,0.0,https://eleos.org/docs/FIN_NGO_00036_FY2025-26.pdf,Verified
FIN_NGO_00036_FY2024-25,NGO_00036,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",12638375.18,5549290.75,5236714.2,1852370.23,0.0,12638375.18,11914623.48,8966824.8,847725.46,501015.3,804781.29,238282.99,476565.98,79427.66,6890162.56,25799393.9,3498708.84,723751.7,0.0,https://eleos.org/docs/FIN_NGO_00036_FY2024-25.pdf,Verified
FIN_NGO_00036_FY2023-24,NGO_00036,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",12199043.49,4444511.34,5083088.74,2671443.41,0.0,12199043.49,12255348.49,10155560.91,1486089.63,435083.56,1198453.9,0.0,0.0,-1019839.51,5284093.09,26881669.9,6367256.23,-56305.0,0.0,https://eleos.org/docs/FIN_NGO_00036_FY2023-24.pdf,Verified
FIN_NGO_00037_FY2025-26,NGO_00037,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",46452304.13,34162762.47,12132507.19,157034.47,0.0,46452304.13,45745288.97,34835596.88,2836366.41,1738347.12,2962681.21,1011689.2,2023378.4,337229.75,13698727.21,23365943.98,8369967.69,707015.16,0.0,https://eleos.org/docs/FIN_NGO_00037_FY2025-26.pdf,Verified
FIN_NGO_00041_FY2025-26,NGO_00041,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",4676214.88,1891774.81,1515872.81,1268567.26,0.0,4676214.88,4558469.97,3754115.32,451813.67,71855.26,444943.39,0.0,0.0,-164257.67,2767376.27,1831380.31,583839.23,117744.91,0.0,https://eleos.org/docs/FIN_NGO_00041_FY2025-26.pdf,Verified
FIN_NGO_00041_FY2024-25,NGO_00041,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",5307111.53,2157603.79,894377.35,2255130.39,0.0,5307111.53,4826326.52,3779444.88,412493.35,64697.27,351605.26,65425.73,130851.46,21808.57,2513141.78,1807487.78,295562.36,480785.01,0.0,https://eleos.org/docs/FIN_NGO_00041_FY2024-25.pdf,Verified
FIN_NGO_00041_FY2023-24,NGO_00041,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",4659344.44,2042261.43,2300100.41,316982.6,0.0,4659344.44,4655590.32,3328648.0,308769.08,205265.19,409596.99,120993.32,241986.64,40331.1,2868704.61,1900310.52,452995.19,3754.12,0.0,https://eleos.org/docs/FIN_NGO_00041_FY2023-24.pdf,Verified
FIN_NGO_00042_FY2025-26,NGO_00042,FY2025-26,Audited Financial Statement,NGO Website,Qualified,"M/s V. Raman & Co., Chartered Accountants",37995207.22,20080017.82,7887702.23,10027487.17,0.0,37995207.22,36007696.1,13176704.23,19527217.54,3125323.65,3542681.2,0.0,0.0,-3364230.52,11860854.78,23867370.77,5878357.86,1987511.12,390905.63,https://eleos.org/docs/FIN_NGO_00042_FY2025-26.pdf,Extracted
FIN_NGO_00042_FY2024-25,NGO_00042,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",33984382.49,24233938.16,6778483.01,2971961.32,0.0,33984382.49,31448126.51,24043393.45,2859197.95,1547989.73,1345547.32,495599.42,991198.84,165199.8,15782812.33,25397661.13,8861095.31,2536255.98,673090.64,https://eleos.org/docs/FIN_NGO_00042_FY2024-25.pdf,Verified
FIN_NGO_00042_FY2023-24,NGO_00042,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",32475389.08,16283400.62,11524232.34,4667756.12,0.0,32475389.08,29591765.99,24906821.01,1686889.64,1447243.44,1630363.81,0.0,0.0,-79551.91,10443558.64,26894114.44,5473213.08,2883623.09,592922.51,https://eleos.org/docs/FIN_NGO_00042_FY2023-24.pdf,Verified
FIN_NGO_00043_FY2025-26,NGO_00043,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",3585160.24,2123147.69,701754.45,760258.1,0.0,3585160.24,3532578.99,2975454.12,367329.02,110418.52,327346.99,0.0,0.0,-247969.66,694487.31,6199401.59,2297469.88,52581.25,0.0,https://eleos.org/docs/FIN_NGO_00043_FY2025-26.pdf,Verified
FIN_NGO_00044_FY2025-26,NGO_00044,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",39838751.79,16505003.79,22718760.72,614987.28,0.0,39838751.79,37486386.67,25526441.75,2181631.7,1763152.39,1826325.74,1856650.53,3713301.05,618883.51,6824030.38,31489805.09,3905111.22,2352365.12,0.0,https://eleos.org/docs/FIN_NGO_00044_FY2025-26.pdf,Verified
FIN_NGO_00044_FY2024-25,NGO_00044,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",41473240.67,23158749.55,14826794.8,3487696.32,0.0,41473240.67,39045234.87,30749881.9,5275574.54,1390465.34,3483370.81,0.0,0.0,-1854057.72,9794638.57,34391609.63,11733487.69,2428005.8,0.0,https://eleos.org/docs/FIN_NGO_00044_FY2024-25.pdf,Verified
FIN_NGO_00046_FY2025-26,NGO_00046,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",22074260.16,13913076.18,5116857.45,3044326.53,0.0,22074260.16,21205085.77,17680348.76,1593915.43,323283.55,1077077.42,159138.18,318276.37,53046.06,5604151.63,7335086.6,1327538.68,869174.39,0.0,https://eleos.org/docs/FIN_NGO_00046_FY2025-26.pdf,Verified
FIN_NGO_00046_FY2024-25,NGO_00046,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",19658955.47,13171794.72,5562039.4,925121.35,0.0,19658955.47,19758387.66,15117886.59,1005243.66,303861.62,1290049.63,612403.85,1224807.69,204134.62,9194091.34,8027335.62,1563068.14,-99432.19,0.0,https://eleos.org/docs/FIN_NGO_00046_FY2024-25.pdf,Verified
FIN_NGO_00046_FY2023-24,NGO_00046,FY2023-24,Audited Financial Statement,NGO Website,Qualified,"M/s R. K. Sharma & Associates, Chartered Accountants",20139035.56,10258034.47,7758082.17,2122918.92,0.0,20139035.56,18990701.2,13118900.74,2340482.88,668368.01,1302617.12,468099.73,936199.47,156033.25,6026286.34,7751431.97,2078197.75,1148334.36,0.0,https://eleos.org/docs/FIN_NGO_00046_FY2023-24.pdf,Extracted
FIN_NGO_00046_FY2022-23,NGO_00046,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",19499297.46,9563161.27,7689635.19,2246501.0,0.0,19499297.46,19832974.09,15648289.66,2021314.01,625483.02,1566644.88,0.0,0.0,-28757.48,5797264.92,7694229.85,1947666.24,-333676.63,0.0,https://eleos.org/docs/FIN_NGO_00046_FY2022-23.pdf,Verified
FIN_NGO_00046_FY2021-22,NGO_00046,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",18664445.95,8671677.61,7343636.77,2649131.57,0.0,18664445.95,18074244.01,12761730.28,1176304.3,424663.99,1598902.37,633792.92,1267585.84,211264.31,7877095.1,8529513.35,1035510.42,590201.94,0.0,https://eleos.org/docs/FIN_NGO_00046_FY2021-22.pdf,Verified
FIN_NGO_00047_FY2025-26,NGO_00047,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",181131909.92,110378673.4,50353752.82,20399483.7,41777460.53,139354449.39,170942881.67,122025885.91,9600452.37,2464014.12,8239009.62,8584055.9,17168111.79,2861351.96,64340099.98,113005270.78,27979969.91,10189028.25,0.0,https://eleos.org/docs/FIN_NGO_00047_FY2025-26.pdf,Verified
FIN_NGO_00047_FY2024-25,NGO_00047,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",149971265.58,110818723.49,27194830.01,11957712.08,28121376.09,121849889.49,136534789.79,103618299.23,6927552.41,1445766.05,6200293.16,5502863.68,11005727.36,1834287.9,49169115.15,114857796.47,28659171.13,13436475.79,0.0,https://eleos.org/docs/FIN_NGO_00047_FY2024-25.pdf,Verified
FIN_NGO_00047_FY2023-24,NGO_00047,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",140806448.49,96792960.39,42906498.32,1106989.78,23488135.35,117318313.14,140498856.85,115155325.17,7927594.96,2485100.47,9583259.35,1604273.07,3208546.14,534757.69,78486224.77,115781893.68,15814471.35,307591.64,0.0,https://eleos.org/docs/FIN_NGO_00047_FY2023-24.pdf,Verified
FIN_NGO_00047_FY2022-23,NGO_00047,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",164882942.71,74010161.71,90511351.11,361429.89,34584850.65,130298092.06,154079353.02,125167610.51,9006928.51,2825489.5,12320257.95,1427719.97,2855439.93,475906.65,97163510.6,118127913.26,17433722.73,10803589.69,0.0,https://eleos.org/docs/FIN_NGO_00047_FY2022-23.pdf,Verified
FIN_NGO_00048_FY2025-26,NGO_00048,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",3290887.91,1691259.07,849790.39,749838.45,0.0,3290887.91,2978284.6,2076835.68,325527.08,141504.2,126954.25,92239.01,184478.03,30746.35,493313.76,2162336.91,340535.61,312603.31,0.0,https://eleos.org/docs/FIN_NGO_00048_FY2025-26.pdf,Verified
FIN_NGO_00048_FY2024-25,NGO_00048,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",3477980.33,1948811.66,1228251.02,300917.65,0.0,3477980.33,3513558.49,2551085.67,291526.49,45096.38,268285.55,107269.32,214538.64,35756.44,893740.52,2342733.03,859619.49,-35578.16,0.0,https://eleos.org/docs/FIN_NGO_00048_FY2024-25.pdf,Verified
FIN_NGO_00048_FY2023-24,NGO_00048,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",3303849.6,2138882.42,1091622.56,73344.62,0.0,3303849.6,3152080.38,2609811.52,382922.48,109305.74,137109.2,0.0,0.0,-87068.56,1630098.9,2503745.18,308913.61,151769.22,0.0,https://eleos.org/docs/FIN_NGO_00048_FY2023-24.pdf,Verified
FIN_NGO_00048_FY2022-23,NGO_00048,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",3571665.91,2009649.33,730186.8,831829.78,0.0,3571665.91,3517688.07,2725204.18,254640.77,60349.16,272689.43,61441.36,122882.72,20480.45,1257898.17,2161613.64,630299.06,53977.84,0.0,https://eleos.org/docs/FIN_NGO_00048_FY2022-23.pdf,Verified
