project_id,ngo_id,project_name,project_status,project_description,primary_sector,secondary_sectors,funder_name,location_states,location_districts,start_date,end_date,duration_months,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,partnerships_reported,source_url,source_type,verification_status
PRJ_NGO_00018_3,NGO_00018,Water & Sanitation Initiative #3 (South Delhi),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,"[""Skill Development & Livelihood""]",Public Donations,"[""Delhi""]","[""South Delhi""]",2022-08-01,2024-04-22,21,4596,2,3,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00018_3,Annual Report,Self-reported
PRJ_NGO_00019_1,NGO_00019,Environment & Forests Initiative #1 (Madurai),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Healthcare & Medical""]",District Development Fund,"[""Tamil Nadu""]","[""Madurai""]",2024-12-01,2025-06-29,7,4449,8,5,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00019_1,Annual Report,Self-reported
PRJ_NGO_00019_2,NGO_00019,Environment & Forests Initiative #2 (Madurai),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Healthcare & Medical""]",State Grant,"[""Tamil Nadu""]","[""Madurai""]",2023-06-01,2024-04-26,11,4567,12,5,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00019_2,Annual Report,Self-reported
PRJ_NGO_00019_3,NGO_00019,Environment & Forests Initiative #3 (Madurai),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Healthcare & Medical""]",Public Donations,"[""Tamil Nadu""]","[""Madurai""]",2022-04-01,2023-04-26,13,4771,11,4,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00019_3,Annual Report,Self-reported
PRJ_NGO_00019_4,NGO_00019,Environment & Forests Initiative #4 (Madurai),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Healthcare & Medical""]",State Grant,"[""Tamil Nadu""]","[""Madurai""]",2021-12-01,2022-11-26,12,2797,17,5,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00019_4,Annual Report,Self-reported
PRJ_NGO_00019_5,NGO_00019,Environment & Forests Initiative #5 (Madurai),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Healthcare & Medical""]",Public Donations,"[""Tamil Nadu""]","[""Madurai""]",2020-12-01,2022-01-25,14,1198,20,6,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00019_5,Annual Report,Self-reported
PRJ_NGO_00020_1,NGO_00020,Nutrition & Food Security Initiative #1 (Kolkata),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Healthcare & Medical""]",CSR India Grant,"[""West Bengal""]","[""Kolkata""]",2024-12-01,2025-10-27,11,2961,11,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00020_1,Annual Report,Self-reported
PRJ_NGO_00020_2,NGO_00020,Nutrition & Food Security Initiative #2 (Kolkata),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Healthcare & Medical""]",State Grant,"[""West Bengal""]","[""Kolkata""]",2023-11-01,2025-04-24,18,4421,12,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00020_2,Annual Report,Self-reported
PRJ_NGO_00020_3,NGO_00020,Nutrition & Food Security Initiative #3 (Kolkata),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Healthcare & Medical""]",State Grant,"[""West Bengal""]","[""Kolkata""]",2022-03-01,2022-12-26,10,2850,9,3,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00020_3,Annual Report,Self-reported
PRJ_NGO_00020_4,NGO_00020,Nutrition & Food Security Initiative #4 (Kolkata),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Healthcare & Medical""]",Public Donations,"[""West Bengal""]","[""Kolkata""]",2021-08-01,2022-09-25,14,2673,20,3,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00020_4,Annual Report,Self-reported
PRJ_NGO_00020_5,NGO_00020,Nutrition & Food Security Initiative #5 (Kolkata),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Healthcare & Medical""]",CSR India Grant,"[""West Bengal""]","[""Kolkata""]",2021-12-01,2022-12-26,13,1168,16,5,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00020_5,Annual Report,Self-reported
PRJ_NGO_00021_1,NGO_00021,Skill Development & Livelihood Initiative #1 (Prayagraj),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Child Welfare""]",Public Donations,"[""Uttar Pradesh""]","[""Prayagraj""]",2024-09-01,2025-06-28,10,1171,7,6,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00021_1,Annual Report,Self-reported
PRJ_NGO_00021_2,NGO_00021,Skill Development & Livelihood Initiative #2 (Prayagraj),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Child Welfare""]",CSR India Grant,"[""Uttar Pradesh""]","[""Prayagraj""]",2023-04-01,2023-09-28,6,2644,16,6,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00021_2,Annual Report,Self-reported
PRJ_NGO_00021_3,NGO_00021,Skill Development & Livelihood Initiative #3 (Prayagraj),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Child Welfare""]",State Grant,"[""Uttar Pradesh""]","[""Prayagraj""]",2022-04-01,2023-04-26,13,3035,6,5,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00021_3,Annual Report,Self-reported
PRJ_NGO_00021_4,NGO_00021,Skill Development & Livelihood Initiative #4 (Prayagraj),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Child Welfare""]",CSR India Grant,"[""Uttar Pradesh""]","[""Prayagraj""]",2021-12-01,2022-08-28,9,3634,2,4,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00021_4,Annual Report,Self-reported
PRJ_NGO_00021_5,NGO_00021,Skill Development & Livelihood Initiative #5 (Prayagraj),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Child Welfare""]",State Grant,"[""Uttar Pradesh""]","[""Prayagraj""]",2021-10-01,2022-04-29,7,598,9,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00021_5,Annual Report,Self-reported
PRJ_NGO_00021_6,NGO_00021,Skill Development & Livelihood Initiative #6 (Prayagraj),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Child Welfare""]",CSR India Grant,"[""Uttar Pradesh""]","[""Prayagraj""]",2021-09-01,2022-08-27,12,1347,18,5,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00021_6,Annual Report,Self-reported
PRJ_NGO_00021_7,NGO_00021,Skill Development & Livelihood Initiative #7 (Prayagraj),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Child Welfare""]",Public Donations,"[""Uttar Pradesh""]","[""Prayagraj""]",2021-12-01,2023-11-21,24,4930,12,4,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00021_7,Annual Report,Self-reported
PRJ_NGO_00022_1,NGO_00022,Skill Development & Livelihood Initiative #1 (North 24 Parganas),Ongoing,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Rural Development""]",Public Donations,"[""West Bengal""]","[""North 24 Parganas""]",2024-12-01,,21,1864,13,5,2,,[],https://eleos.org/projects/PRJ_NGO_00022_1,Annual Report,Self-reported
PRJ_NGO_00022_2,NGO_00022,Skill Development & Livelihood Initiative #2 (North 24 Parganas),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Rural Development""]",CSR India Grant,"[""West Bengal""]","[""North 24 Parganas""]",2023-04-01,2024-01-26,10,2336,19,6,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00022_2,Annual Report,Self-reported
PRJ_NGO_00022_3,NGO_00022,Skill Development & Livelihood Initiative #3 (North 24 Parganas),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Rural Development""]",State Grant,"[""West Bengal""]","[""North 24 Parganas""]",2022-06-01,2023-06-26,13,4867,9,6,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00022_3,Annual Report,Self-reported
PRJ_NGO_00022_4,NGO_00022,Skill Development & Livelihood Initiative #4 (North 24 Parganas),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Rural Development""]",Public Donations,"[""West Bengal""]","[""North 24 Parganas""]",2021-11-01,2023-02-24,16,4202,17,6,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00022_4,Annual Report,Self-reported
PRJ_NGO_00022_5,NGO_00022,Skill Development & Livelihood Initiative #5 (North 24 Parganas),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Rural Development""]",District Development Fund,"[""West Bengal""]","[""North 24 Parganas""]",2020-06-01,2021-04-27,11,4677,17,4,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00022_5,Annual Report,Self-reported
PRJ_NGO_00023_1,NGO_00023,Water & Sanitation Initiative #1 (Chennai),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],CSR India Grant,"[""Tamil Nadu""]","[""Chennai""]",2024-11-01,2026-04-25,18,2619,9,3,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00023_1,Annual Report,Self-reported
PRJ_NGO_00023_2,NGO_00023,Water & Sanitation Initiative #2 (Chennai),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],State Grant,"[""Tamil Nadu""]","[""Chennai""]",2023-07-01,2024-04-26,10,2794,13,3,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00023_2,Annual Report,Self-reported
PRJ_NGO_00023_3,NGO_00023,Water & Sanitation Initiative #3 (Chennai),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],Public Donations,"[""Tamil Nadu""]","[""Chennai""]",2022-05-01,2023-12-22,20,2409,5,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00023_3,Annual Report,Self-reported
PRJ_NGO_00024_1,NGO_00024,Skill Development & Livelihood Initiative #1 (Mumbai),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Disaster Relief & Rehabilitation""]",District Development Fund,"[""Maharashtra""]","[""Mumbai""]",2024-11-01,2026-03-26,17,562,20,6,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00024_1,Annual Report,Self-reported
PRJ_NGO_00024_2,NGO_00024,Skill Development & Livelihood Initiative #2 (Mumbai),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Disaster Relief & Rehabilitation""]",CSR India Grant,"[""Maharashtra""]","[""Mumbai""]",2023-07-01,2024-03-27,9,1007,10,4,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00024_2,Annual Report,Self-reported
PRJ_NGO_00025_1,NGO_00025,Healthcare & Medical Initiative #1 (Udaipur),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Water & Sanitation"", ""Nutrition & Food Security""]",,"[""Rajasthan""]","[""Udaipur""]",2024-11-01,2025-09-27,11,1566,17,5,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00025_1,Annual Report,Self-reported
